1,194970
1,23637
1,488888
1,197960
1,235523
1,331384
1,96826
1,95172
1,316640
1,153099
2,12807
2,195084
2,389103
2,231539
2,406264
2,183715
2,173366
2,20646
2,462491
2,249151
3,412243
3,22348
3,7934
3,5024
3,240492
3,253160
3,393818
3,412208
3,77125
3,469085
4,217008
4,215320
4,252106
4,147717
4,286212
4,90548
4,318292
4,423161
4,98759
4,446384
5,213425
5,279740
5,122303
5,250401
5,323173
5,269188
5,171288
5,59482
5,139019
5,481987
6,77104
6,389393
6,82131
6,248947
6,85102
6,342088
6,294577
6,134634
6,304843
6,324127
7,369099
7,427821
7,229311
7,108290
7,82172
7,444818
7,253898
7,494634
7,68669
7,55787
8,403438
8,102418
8,14705
8,109001
8,362404
8,401711
8,415854
8,323435
8,334887
8,42042
9,95059
9,102770
9,325779
9,382221
9,357689
9,62523
9,255713
9,359521
9,99688
9,108018
10,67533
10,297761
10,89072
10,294810
10,205076
10,169545
10,298045
10,472683
10,248499
10,57535
11,431779
11,427902
11,34609
11,209639
11,17238
11,354454
11,327705
11,155218
11,68442
11,49893
12,267626
12,3976
12,363608
12,377382
12,374493
12,133464
12,486483
12,37938
12,455947
12,227128
13,79603
13,164486
13,184607
13,163563
13,481938
13,429187
13,490185
13,148453
13,54200
13,5647
14,482219
14,426510
14,98162
14,99851
14,212878
14,448411
14,463695
14,382421
14,27765
14,422322
15,14387
15,346231
15,442250
15,53396
15,449456
15,331793
15,107973
15,206700
15,184067
15,284662
16,310790
16,72839
16,163203
16,155123
16,385314
16,183056
16,407968
16,196902
16,262187
16,72268
17,419231
17,429186
17,107586
17,266241
17,80311
17,488744
17,490318
17,76700
17,46101
17,94406
18,96953
18,19726
18,179059
18,426872
18,273288
18,13449
18,223887
18,350565
18,254359
18,289586
19,50831
19,342368
19,420615
19,451744
19,128749
19,5887
19,299687
19,85086
19,468538
19,32323
20,347649
20,446893
20,439506
20,89450
20,455257
20,200927
20,197720
20,116027
20,434669
20,362713
21,389777
21,229100
21,438632
21,250951
21,325730
21,367532
21,218008
21,73600
21,52407
21,49082
22,26765
22,278511
22,132077
22,174493
22,113758
22,139205
22,206809
22,276065
22,33323
22,257469
23,92263
23,54983
23,163112
23,332471
23,39061
23,140701
23,178352
23,121616
23,53498
23,64203
24,451729
24,281834
24,156761
24,320100
24,238510
24,345546
24,283472
24,297935
24,15626
24,164835
25,420248
25,150286
25,10519
25,381308
25,100578
25,482761
25,22676
25,245817
25,481168
25,57632
26,88548
26,94651
26,486604
26,314902
26,292416
26,275991
26,477479
26,488280
26,157697
26,334314
27,437129
27,200193
27,355134
27,290689
27,8287
27,268827
27,249824
27,299523
27,317273
27,346204
28,199690
28,292675
28,67638
28,204911
28,484493
28,328501
28,412889
28,411212
28,157428
28,266251
29,134929
29,215162
29,177542
29,448073
29,174789
29,229075
29,418482
29,108222
29,6910
29,176132
30,471094
30,131235
30,91148
30,329742
30,343204
30,398536
30,190429
30,456355
30,454907
30,187886
31,323226
31,320692
31,418970
31,65801
31,459798
31,303051
31,161077
31,108694
31,18403
31,182994
32,343798
32,6336
32,268166
32,389437
32,123573
32,139660
32,323197
32,41366
32,276378
32,92341
33,252089
33,367
33,180557
33,182309
33,81785
33,348784
33,98789
33,438234
33,199273
33,110010
34,234182
34,486981
34,279274
34,97141
34,455240
34,118580
34,229155
34,180522
34,465743
34,21195
35,122496
35,63958
35,388582
35,343629
35,168461
35,402288
35,367670
35,332489
35,187261
35,153607
36,394974
36,268490
36,367447
36,250789
36,210099
36,360706
36,424466
36,130490
36,68452
36,387108
37,11073
37,38642
37,85904
37,256130
37,395664
37,321799
37,89540
37,242387
37,161112
37,499355
38,175314
38,257514
38,307541
38,29881
38,221593
38,310081
38,425732
38,194850
38,281091
38,122510
39,363436
39,449141
39,371634
39,175311
39,161205
39,348521
39,59036
39,293108
39,305347
39,457679
40,321141
40,299410
40,407702
40,198985
40,118647
40,179271
40,318882
40,458406
40,181703
40,329548
41,15039
41,231053
41,282384
41,324740
41,203070
41,345600
41,281526
41,460589
41,280272
41,127351
42,247726
42,132139
42,225657
42,208993
42,381527
42,341037
42,192717
42,19644
42,394194
42,309283
43,165246
43,171753
43,6314
43,367586
43,229206
43,255168
43,351331
43,299325
43,220717
43,83165
44,491788
44,328455
44,58551
44,176656
44,431730
44,420728
44,488364
44,201682
44,395705
44,355811
45,83702
45,39299
45,38743
45,263855
45,131350
45,14995
45,23547
45,15897
45,482109
45,327960
46,154061
46,287720
46,204041
46,274882
46,149700
46,286504
46,371458
46,83386
46,258520
46,139404
47,13441
47,330111
47,129774
47,388665
47,220094
47,263405
47,38924
47,158884
47,491974
47,262329
48,377852
48,491144
48,71786
48,62861
48,236729
48,144509
48,383295
48,380184
48,72367
48,333055
49,131365
49,271948
49,199361
49,325545
49,131626
49,111656
49,185747
49,148501
49,417341
49,239734
50,338102
50,233609
50,249312
50,288179
50,235254
50,701
50,322985
50,389755
50,9351
50,7952
51,357166
51,216059
51,384781
51,80112
51,300595
51,222414
51,304989
51,270445
51,307150
51,269085
52,165123
52,294035
52,114490
52,414094
52,270051
52,339367
52,450649
52,197284
52,46461
52,93871
53,220315
53,459994
53,194610
53,378113
53,325931
53,343692
53,278211
53,137293
53,91383
53,112064
54,299565
54,49272
54,318503
54,80295
54,279030
54,401785
54,73020
54,242044
54,126469
54,322551
55,225530
55,142582
55,208604
55,54283
55,366380
55,440032
55,191449
55,183773
55,162236
55,147838
56,298737
56,121461
56,229464
56,376177
56,155274
56,219463
56,223379
56,48516
56,70176
56,348006
57,454701
57,298359
57,15177
57,287255
57,3992
57,393967
57,20336
57,234508
57,24744
57,330147
58,154839
58,152493
58,409750
58,152581
58,29243
58,403868
58,222904
58,120793
58,432086
58,52557
59,91335
59,57579
59,493135
59,206387
59,268847
59,39289
59,244717
59,313518
59,40001
59,318404
60,94184
60,471708
60,125593
60,14106
60,135149
60,428845
60,346786
60,307079
60,215961
60,202192
61,112372
61,276166
61,19952
61,137328
61,304537
61,299461
61,217836
61,122440
61,225492
61,447297
62,266852
62,271088
62,293061
62,91047
62,466737
62,327236
62,386021
62,381004
62,300134
62,232182
63,315704
63,339897
63,24052
63,38215
63,80382
63,291348
63,290689
63,158121
63,159228
63,24675
64,385068
64,110673
64,206784
64,105741
64,26460
64,178105
64,424485
64,139856
64,143642
64,132341
65,250377
65,402460
65,329229
65,179638
65,303337
65,459772
65,499029
65,85130
65,426911
65,226480
66,22224
66,229986
66,76909
66,30575
66,139793
66,285853
66,27170
66,375882
66,69920
66,485028
67,447167
67,456281
67,179659
67,361283
67,5431
67,378488
67,254177
67,45699
67,32177
67,351387
68,379148
68,281908
68,395130
68,353217
68,166403
68,3152
68,226126
68,114812
68,471136
68,478414
69,13547
69,274100
69,223255
69,75366
69,234982
69,371084
69,157365
69,150669
69,317729
69,58877
70,359721
70,273929
70,355140
70,102922
70,28845
70,455175
70,468873
70,17055
70,272897
70,461417
71,453546
71,380437
71,151168
71,386686
71,280834
71,352026
71,210499
71,425411
71,54395
71,464690
72,181180
72,182287
